customer_id,income,education,employment_status,loan_default,city
1521,19466.633887227792,PhD,Employed,1,Los Angeles
1522,32222.790968121502,Bachelor,Employed,0,Los Angeles
1523,42072.00441894343,Bachelor,Employed,0,New York
1524,34627.2734752476,High School,Employed,0,Phoenix
1525,34817.53641471564,High School,Self-Employed,0,New York
1526,81780.04361998812,High School,Self-Employed,0,Los Angeles
1527,30373.31730950123,PhD,Employed,0,New York
1528,58417.6036533031,Master,Employed,1,New York
1529,25662.857706014944,High School,Self-Employed,0,Los Angeles
1530,11834.924896907443,Bachelor,Employed,0,Phoenix
1531,79769.72762127814,Master,Self-Employed,0,New York
1532,26529.80416201082,PhD,Self-Employed,1,Los Angeles
1533,72203.33056218641,Master,Self-Employed,0,New York
1534,29847.03346254627,Bachelor,Employed,1,New York
1535,69005.76393439178,High School,Employed,0,Los Angeles
1536,39353.81606734286,Bachelor,Employed,0,Los Angeles
1537,78458.172605656,Bachelor,Employed,0,New York
1538,24608.52231848729,Bachelor,Self-Employed,0,Los Angeles
1539,41455.37098836517,High School,Employed,0,New York
1540,32134.93083113923,High School,Employed,0,New York
1541,19814.215427494808,Bachelor,Self-Employed,0,Phoenix
1542,48251.91457316076,High School,Self-Employed,0,Phoenix
1543,23722.15172297267,High School,Self-Employed,0,Los Angeles
1544,32119.63811970938,Bachelor,Self-Employed,1,Los Angeles
1545,8927.127042843744,Bachelor,Employed,0,Phoenix
1546,18251.081078940217,High School,Employed,0,New York
1547,63017.75008373456,Master,Self-Employed,0,Houston
1548,35762.44525546554,Bachelor,Employed,0,Phoenix
1549,37189.49541849209,Bachelor,Employed,0,New York
1550,52845.41650303809,Bachelor,Employed,0,New York
1551,46307.52293582119,PhD,Employed,0,Phoenix
1552,34162.10823631882,High School,Employed,0,Los Angeles
1553,24154.24981750275,High School,Employed,0,New York
1554,90720.43354676108,Bachelor,Employed,0,New York
1555,57393.7144480891,High School,Employed,0,Los Angeles
1556,27139.031349923487,Bachelor,Employed,0,Chicago
1557,68885.9650705587,High School,Employed,0,Chicago
1558,26713.27647165893,PhD,Employed,0,Phoenix
1559,42880.07873770221,High School,Self-Employed,0,New York
1560,25806.535183822707,Master,Employed,1,Los Angeles
1561,81987.85713814084,Master,Employed,0,Los Angeles
1562,26432.03747561019,Bachelor,Employed,0,Los Angeles
1563,48811.113762364075,Master,Employed,0,New York
1564,28958.976893735166,Bachelor,Employed,0,Phoenix
1565,37723.431805042484,High School,Self-Employed,0,Houston
1566,48552.49210553168,Bachelor,Employed,0,Los Angeles
1567,30165.7310974314,Bachelor,Self-Employed,0,Chicago
1568,39035.28433422991,High School,Employed,0,New York
1569,38807.818665560655,Bachelor,Employed,0,Los Angeles
1570,18797.175748077094,High School,Employed,0,Chicago
1571,41157.8407911272,High School,Unemployed,0,Los Angeles
1572,22408.871134587076,Bachelor,Employed,0,Phoenix
1573,54868.28988158142,Bachelor,Employed,0,Chicago
1574,70082.97478980385,High School,Employed,0,Los Angeles
1575,22821.608338328537,Bachelor,Employed,0,Chicago
1576,43092.32022976068,Master,Employed,0,New York
1577,19700.300712803237,High School,Employed,0,Los Angeles
1578,62869.22199469273,Master,Employed,0,Los Angeles
1579,53484.874435192985,High School,Employed,0,Los Angeles
1580,101624.74943109884,High School,Employed,0,Houston
1581,44202.13069836193,High School,Self-Employed,0,Los Angeles
1582,35537.56303474873,Bachelor,Self-Employed,0,Houston
1583,26341.58632386908,Bachelor,Self-Employed,0,Los Angeles
1584,47194.288937849116,Master,Employed,0,Los Angeles
1585,36743.578864605006,High School,Employed,0,Houston
1586,34261.29779271759,Master,Employed,0,New York
1587,52186.59880976674,Master,Employed,0,New York
1588,61866.63682628621,Master,Employed,0,Los Angeles
1589,30156.033655609317,PhD,Employed,0,New York
1590,25578.66589131277,High School,Employed,0,New York
1591,22159.442486865697,Bachelor,Employed,1,Chicago
1592,28576.407083761627,High School,Self-Employed,0,Los Angeles
1593,28711.189760895486,Bachelor,Employed,1,Los Angeles
1594,25416.09655978508,High School,Employed,0,Phoenix
1595,29153.119138968243,Master,Employed,0,Los Angeles
1596,21654.864933742105,High School,Employed,0,Houston
1597,48226.99493860956,Bachelor,Employed,0,New York
1598,17104.039315589547,Bachelor,Self-Employed,0,Los Angeles
1599,38918.85197904978,High School,Self-Employed,0,Houston
1600,59789.00670834936,Bachelor,Employed,0,Chicago
1601,49366.740212729885,Master,Self-Employed,1,Chicago
1602,30445.27110436465,Bachelor,Unemployed,0,Los Angeles
1603,28622.245423610377,Bachelor,Self-Employed,0,New York
1604,66797.26556449455,Bachelor,Self-Employed,0,Los Angeles
1605,13608.214803719475,High School,Employed,0,Los Angeles
1606,18644.11977906363,High School,Employed,0,Houston
1607,55024.545132361316,Bachelor,Employed,0,New York
1608,38779.38557334794,Bachelor,Employed,0,Phoenix
1609,120918.6466722405,High School,Unemployed,0,Phoenix
1610,35122.25887572627,Bachelor,Employed,0,New York
1611,15878.567756438484,High School,Self-Employed,1,Los Angeles
1612,43182.68974777238,High School,Self-Employed,0,Houston
1613,101504.45235639041,Bachelor,Self-Employed,1,Phoenix
1614,22181.794463789083,Bachelor,Unemployed,0,Los Angeles
1615,39250.119691609834,PhD,Employed,0,Los Angeles
1616,64003.59607134778,High School,Employed,0,Los Angeles
1617,63906.353141298445,High School,Employed,0,Chicago
1618,25845.380392544695,Bachelor,Employed,0,New York
1619,14328.598743589799,High School,Employed,0,Chicago
1620,33592.895264413724,Bachelor,Employed,0,New York
1621,39002.628549973655,High School,Self-Employed,0,New York
1622,45352.119570204275,PhD,Employed,0,Los Angeles
1623,33736.61411973365,High School,Employed,0,Los Angeles
1624,30561.571978173746,Bachelor,Employed,0,Los Angeles
1625,32380.043289054363,Bachelor,Employed,0,Los Angeles
1626,16063.568708126477,High School,Employed,0,Los Angeles
1627,85264.94948159145,Bachelor,Self-Employed,0,New York
1628,34476.22635745768,Bachelor,Employed,1,New York
1629,47802.64781910358,Master,Self-Employed,0,Phoenix
1630,54333.773853709936,High School,Employed,0,Los Angeles
1631,75820.12608053825,Bachelor,Self-Employed,0,Los Angeles
1632,34508.44830497992,Master,Employed,0,Los Angeles
1633,63339.27390276626,Bachelor,Employed,0,Phoenix
1634,28165.123805487274,PhD,Employed,0,New York
1635,61676.35770737858,Bachelor,Self-Employed,0,Chicago
1636,68555.4466793243,Master,Employed,0,Chicago
1637,33344.62478821441,High School,Employed,0,Chicago
1638,32975.426040377526,Master,Unemployed,0,New York
1639,48073.31923521855,PhD,Self-Employed,0,Chicago
1640,44092.3567406873,Bachelor,Employed,1,New York
1641,26962.233273951046,PhD,Employed,0,Chicago
1642,35066.86641100981,High School,Employed,0,Chicago
1643,30492.302028926188,High School,Employed,0,New York
1644,32358.506927225575,Bachelor,Employed,0,Houston
1645,45560.16545277028,High School,Unemployed,1,New York
1646,24509.289451201425,Bachelor,Unemployed,0,Houston
1647,28514.021366762274,High School,Employed,1,Los Angeles
1648,38938.961000310184,High School,Employed,0,New York
1649,108708.31096117114,Master,Employed,0,New York
1650,28650.526534966128,Master,Unemployed,0,Phoenix
1651,49909.93910976549,High School,Unemployed,0,New York
1652,39370.056063291144,Bachelor,Employed,1,New York
1653,61454.53533035764,Bachelor,Self-Employed,0,Los Angeles
1654,170614.41978891366,Bachelor,Employed,0,Chicago
1655,44468.3910701456,Bachelor,Employed,0,Los Angeles
1656,50928.28500753163,Bachelor,Employed,0,New York
1657,109332.03110419706,Bachelor,Employed,0,New York
1658,63566.69630345229,PhD,Employed,0,New York
1659,37756.525033753474,High School,Employed,0,New York
1660,82525.20748636617,Bachelor,Employed,0,Los Angeles
1661,38043.798755678545,High School,Unemployed,1,Chicago
1662,32945.61806299819,Bachelor,Employed,0,New York
1663,16559.29856341691,High School,Employed,0,Los Angeles
1664,34159.71411246193,High School,Employed,0,Los Angeles
1665,66967.27411134292,High School,Employed,0,Phoenix
1666,30326.63841755622,High School,Employed,0,Phoenix
1667,29469.102066647443,PhD,Employed,0,Houston
1668,29108.53882446776,Master,Employed,0,New York
1669,55359.79136687503,High School,Employed,1,New York
1670,44450.463714467194,High School,Employed,0,Los Angeles
1671,57618.05358457119,High School,Employed,0,New York
1672,17839.323147517352,Bachelor,Employed,0,Los Angeles
1673,40108.59860817931,High School,Employed,0,Houston
1674,37987.44141282224,Bachelor,Employed,0,Houston
1675,19803.017142482953,High School,Self-Employed,1,Houston
1676,50678.08933906121,High School,Employed,1,Los Angeles
1677,45314.54431279344,Bachelor,Employed,1,Chicago
1678,53764.168313218026,PhD,Self-Employed,1,Los Angeles
1679,22136.48361092635,PhD,Employed,0,New York
1680,62251.36539182922,Master,Employed,0,Chicago
1681,84191.54375659963,High School,Self-Employed,0,New York
1682,37449.124886274134,Master,Self-Employed,0,Los Angeles
1683,33807.4773062768,Bachelor,Unemployed,0,Los Angeles
1684,33153.05028179925,Master,Employed,0,Chicago
1685,43656.92221095179,Bachelor,Employed,0,Chicago
1686,40484.62658621966,Master,Employed,0,New York
1687,29853.80767661626,Bachelor,Employed,0,Houston
1688,80489.36919882792,Master,Employed,0,New York
1689,66404.48436934345,PhD,Employed,0,Los Angeles
1690,106731.13124415216,Bachelor,Self-Employed,0,Chicago
1691,47915.253902528064,High School,Employed,0,Chicago
1692,46293.02591592141,PhD,Employed,0,Phoenix
1693,33318.347264882315,High School,Employed,0,New York
1694,25094.222537584326,Master,Employed,0,Chicago
1695,87609.6682827113,High School,Employed,0,Chicago
1696,26331.588291418564,Bachelor,Employed,0,Phoenix
1697,20502.917538029567,Bachelor,Employed,0,New York
1698,47769.081867729044,Bachelor,Employed,0,Chicago
1699,83173.41965625946,Master,Self-Employed,0,Los Angeles
1700,135858.39285956198,High School,Self-Employed,0,New York
1701,28613.32173582912,High School,Employed,0,Los Angeles
1702,94269.26489954162,High School,Employed,0,Los Angeles
1703,12669.790943007454,High School,Self-Employed,0,Los Angeles
1704,43948.450920872034,Master,Self-Employed,0,Houston
1705,103705.65538512063,PhD,Employed,0,Los Angeles
1706,57298.0527438675,High School,Employed,0,Chicago
1707,25480.684788862414,Master,Employed,0,Los Angeles
1708,19856.201386827328,Master,Self-Employed,0,New York
1709,21154.749492572715,High School,Unemployed,0,New York
1710,37033.41717846228,PhD,Employed,0,Los Angeles
1711,50776.39031445061,Bachelor,Self-Employed,0,Los Angeles
1712,11701.795400939325,Bachelor,Employed,0,New York
1713,63731.59024041144,Master,Unemployed,0,Los Angeles
1714,41134.70445479965,High School,Employed,0,Los Angeles
1715,23032.29197692795,Master,Self-Employed,0,New York
1716,23062.61227495564,Master,Employed,1,Los Angeles
1717,39633.05081388704,Bachelor,Employed,0,New York
1718,39128.492568515474,Master,Employed,0,Phoenix
1719,61702.76897763484,High School,Unemployed,0,Houston
1720,81943.44850510232,High School,Self-Employed,0,Chicago
1721,13758.306811682862,High School,Self-Employed,0,New York
1722,61464.93259770318,PhD,Unemployed,0,Chicago
1723,27519.101253533892,Bachelor,Employed,0,Houston
1724,28384.13164132247,High School,Employed,1,Chicago
1725,28255.693007708058,High School,Employed,0,New York
1726,61461.736636692935,Master,Employed,0,Chicago
1727,35545.07912190888,High School,Employed,1,Houston
1728,21588.68555379307,Bachelor,Employed,0,Los Angeles
1729,30044.247176748784,Bachelor,Employed,1,Chicago
1730,50067.8928748966,Bachelor,Employed,0,Los Angeles
1731,67895.0722046984,Master,Employed,0,Los Angeles
1732,69493.95785928052,Bachelor,Employed,0,New York
1733,42253.88379378579,Bachelor,Unemployed,0,Chicago
1734,37360.2843985432,PhD,Self-Employed,1,New York
1735,42013.64502769198,Bachelor,Unemployed,0,Los Angeles
1736,66067.94604208549,PhD,Employed,0,New York
1737,46025.3556563533,High School,Employed,0,Los Angeles
1738,46297.23545261641,Master,Self-Employed,0,New York
1739,57426.22846269682,Bachelor,Employed,0,Chicago
1740,63396.330639443855,Bachelor,Employed,0,Houston
1741,26808.027497051342,Master,Employed,0,New York
1742,62052.10384005034,Master,Employed,0,New York
1743,48437.48199365529,Master,Employed,0,New York
1744,29789.926159382136,Bachelor,Employed,0,Houston
1745,48232.07105395712,Master,Employed,0,Los Angeles
1746,45301.573863570535,Master,Employed,0,Los Angeles
1747,115098.16420328112,High School,Employed,0,New York
1748,85719.86991838277,Master,Self-Employed,0,Chicago
1749,30553.55621837152,Master,Employed,0,Houston
1750,39179.29576388373,High School,Employed,0,Houston
1751,20635.883181485868,Bachelor,Self-Employed,0,Chicago
1752,52964.0066502949,High School,Employed,0,New York
1753,26074.895445110513,Bachelor,Employed,0,New York
1754,15217.286433246374,High School,Employed,0,New York
1755,62191.605818625554,High School,Employed,0,New York
1756,39829.11819101209,Bachelor,Employed,0,New York
1757,83775.03511594572,Bachelor,Self-Employed,1,New York
1758,37114.81215132686,Bachelor,Employed,0,Los Angeles
1759,56805.202854512696,Master,Employed,0,Phoenix
1760,30329.117160895927,PhD,Employed,1,Chicago
1761,38779.46185380246,Bachelor,Employed,0,Houston
1762,29196.731224851577,PhD,Employed,0,Chicago
1763,10935.35968960007,High School,Employed,0,New York
1764,27727.4621334645,Bachelor,Employed,0,Chicago
1765,18517.097123313088,Bachelor,Employed,1,New York
1766,18903.391764551045,High School,Employed,1,Chicago
1767,19750.88267933495,Master,Employed,0,Los Angeles
1768,34537.93155494383,Master,Self-Employed,0,Phoenix
1769,35383.193447607715,Bachelor,Employed,1,New York
1770,26239.50073482469,Bachelor,Employed,0,New York
1771,42404.02566292303,High School,Employed,0,Phoenix
1772,31727.416159774533,Bachelor,Employed,1,New York
1773,64144.217706472016,Bachelor,Employed,0,Chicago
1774,32470.516263414323,Bachelor,Employed,0,Chicago
1775,25803.78636054504,Master,Self-Employed,0,Houston
1776,33575.21321536864,PhD,Self-Employed,1,Phoenix
1777,60633.76777345803,High School,Employed,0,Phoenix
1778,9407.945369467756,PhD,Employed,0,New York
1779,22166.52051074525,Bachelor,Self-Employed,0,Houston
1780,24122.315558096314,High School,Unemployed,0,Chicago
1781,41845.023771894965,Bachelor,Self-Employed,0,Chicago
1782,35703.28116742783,High School,Employed,0,New York
1783,14494.530750376489,PhD,Employed,0,Chicago
1784,46721.40291006921,High School,Employed,0,Phoenix
1785,28591.689219403885,Bachelor,Self-Employed,1,Phoenix
1786,12954.521137584063,High School,Employed,0,Los Angeles
1787,17047.322652878578,Bachelor,Employed,1,New York
1788,43134.57837400356,Master,Self-Employed,0,Los Angeles
1789,46529.37991559584,High School,Employed,0,Houston
1790,31016.414653091753,High School,Self-Employed,0,Chicago
1791,12405.225847694586,High School,Employed,0,Los Angeles
1792,44789.71879005046,High School,Employed,1,New York
1793,37190.18805150391,Bachelor,Employed,0,Los Angeles
1794,47648.40381043126,High School,Self-Employed,0,Los Angeles
1795,26240.600134965294,Bachelor,Employed,0,Phoenix
1796,37643.78335204709,Master,Employed,0,Chicago
1797,54424.31019933659,Master,Unemployed,0,Los Angeles
1798,23657.1403687063,Master,Employed,0,Los Angeles
1799,55072.50432451064,High School,Employed,0,New York
1800,27047.613714866402,High School,Employed,0,Phoenix
1801,25166.98421145478,Bachelor,Employed,0,Los Angeles
1802,36869.3088007272,Master,Employed,0,Los Angeles
1803,38621.35214469043,Bachelor,Employed,0,Los Angeles
1804,37151.39104493662,High School,Employed,0,Chicago
1805,29273.888230784596,Bachelor,Employed,0,Chicago
1806,89370.39499726713,Bachelor,Employed,0,Chicago
1807,40125.459735815704,High School,Employed,0,New York
1808,85122.98509780424,Bachelor,Employed,0,Los Angeles
1809,36078.5069069844,Master,Employed,1,New York
1810,72872.0564387886,Bachelor,Employed,0,Chicago
1811,20087.062777680865,Bachelor,Employed,0,New York
1812,29834.421974026674,High School,Employed,1,Chicago
1813,50824.480803801314,Bachelor,Self-Employed,0,Houston
1814,20546.33747280178,Bachelor,Employed,0,Houston
1815,35336.235171383814,Master,Unemployed,1,Los Angeles
1816,20781.96488557015,Bachelor,Unemployed,0,Los Angeles
1817,37673.31284559633,Master,Employed,0,New York
1818,24939.064957548915,Bachelor,Employed,0,Chicago
1819,54435.48705001331,Bachelor,Employed,0,Houston
1820,30994.813743412593,Master,Self-Employed,0,New York
1821,86489.87311366004,Bachelor,Employed,0,Los Angeles
1822,139202.9009894672,Bachelor,Employed,0,Houston
1823,20741.18256071482,Bachelor,Employed,0,Houston
1824,50517.72596843572,Bachelor,Self-Employed,1,New York
1825,58792.706922184945,Master,Self-Employed,0,Los Angeles
1826,86472.61211536125,Bachelor,Employed,1,New York
1827,15306.964942883951,Master,Employed,1,New York
1828,32071.9517080574,Master,Employed,0,Phoenix
1829,37469.48095286298,High School,Employed,0,Houston
1830,37429.94317490553,PhD,Self-Employed,0,Chicago
1831,27160.865546324894,Bachelor,Employed,1,New York
1832,69869.62240432536,PhD,Employed,0,Houston
1833,9503.070278619876,Bachelor,Employed,0,Los Angeles
1834,29876.809740552635,High School,Self-Employed,0,Los Angeles
1835,63665.60963212003,High School,Self-Employed,0,Los Angeles
1836,24370.901973367843,High School,Employed,0,New York
1837,24864.72754867214,High School,Self-Employed,0,Chicago
1838,127242.15411673214,Master,Employed,0,Chicago
1839,49752.29379854141,Bachelor,Employed,0,New York
1840,19528.87147749782,Bachelor,Employed,1,New York
1841,107763.942111048,Master,Employed,0,New York
1842,25654.577068454208,High School,Employed,1,New York
1843,39181.22997001746,PhD,Self-Employed,0,Chicago
1844,38707.00007069589,Master,Employed,0,Houston
1845,49495.569004781246,PhD,Employed,0,New York
1846,87331.11222306018,Master,Employed,0,New York
1847,98477.41556732205,Bachelor,Employed,1,Los Angeles
1848,29703.41285169579,Bachelor,Self-Employed,0,Houston
1849,39018.26841126533,Master,Employed,1,Los Angeles
1850,58366.535093800165,High School,Employed,0,Los Angeles
1851,41068.69858979247,Bachelor,Self-Employed,0,Chicago
1852,74490.63809632396,Bachelor,Employed,0,New York
1853,74110.46226576822,PhD,Employed,0,New York
1854,58723.99665758029,High School,Employed,0,Chicago
1855,62639.33776607794,High School,Employed,1,Chicago
1856,26212.10743831953,High School,Unemployed,0,Los Angeles
1857,60233.97674081317,Bachelor,Self-Employed,0,Chicago
1858,100995.97436182329,Bachelor,Employed,0,Chicago
1859,61321.05723332636,Bachelor,Self-Employed,0,New York
1860,59375.53831394193,Bachelor,Employed,0,Los Angeles
1861,39286.21916197198,Master,Employed,0,New York
1862,45963.60469602001,High School,Employed,0,New York
1863,43479.04784448031,Master,Employed,0,Chicago
1864,21515.34261420255,Master,Employed,0,Houston
1865,21029.306661824136,Bachelor,Employed,0,Phoenix
1866,25799.52548617909,High School,Self-Employed,0,Chicago
1867,27328.256222909306,High School,Employed,0,New York
1868,45024.544088193936,Master,Employed,0,New York
1869,18316.76723239877,Bachelor,Employed,0,Houston
1870,40998.0212699674,High School,Employed,0,Los Angeles
1871,55494.30166548914,High School,Employed,0,Chicago
1872,22965.84618923527,Bachelor,Employed,0,Houston
1873,30848.792323986054,Bachelor,Self-Employed,0,Chicago
1874,42200.84730586704,High School,Employed,0,Houston
1875,71224.81364444733,Master,Employed,0,New York
1876,75774.23006334086,Bachelor,Employed,0,Chicago
1877,75149.31071635964,High School,Employed,0,Houston
1878,54003.95375656461,High School,Employed,1,New York
1879,52881.3075912691,Master,Employed,0,Chicago
1880,31295.399699212976,Bachelor,Employed,0,Los Angeles
1881,41846.60634479851,Master,Employed,0,Phoenix
1882,40964.63600014823,Bachelor,Employed,1,New York
1883,25981.36228648735,Bachelor,Employed,0,Los Angeles
1884,43313.291756995925,Bachelor,Employed,1,New York
1885,38713.1956984999,Bachelor,Self-Employed,0,Chicago
1886,39287.72116611639,High School,Employed,0,New York
1887,22127.214613890836,Bachelor,Self-Employed,0,New York
1888,105783.82138247223,Master,Employed,0,Los Angeles
1889,46564.04956252719,Bachelor,Self-Employed,1,Phoenix
1890,67547.56177817006,Bachelor,Employed,0,New York
1891,62343.95152040653,Bachelor,Employed,0,New York
1892,47055.7738038389,Bachelor,Employed,0,Chicago
1893,10695.256462296176,Bachelor,Unemployed,0,Los Angeles
1894,35774.68848911256,High School,Employed,0,Phoenix
1895,32124.050167975758,High School,Employed,0,New York
1896,30923.99871847473,High School,Employed,1,Chicago
1897,137162.03412354056,High School,Self-Employed,0,New York
1898,79027.89996497169,High School,Employed,0,New York
1899,69609.57908632391,Bachelor,Self-Employed,0,Chicago
1900,52401.76070959192,High School,Employed,0,Chicago
1901,58133.3784072672,PhD,Employed,0,Chicago
1902,22142.096370988576,High School,Employed,1,New York
1903,35536.184936199366,High School,Unemployed,0,Los Angeles
1904,56730.478481426624,Bachelor,Employed,0,Los Angeles
1905,88460.16680378933,Master,Unemployed,0,Phoenix
1906,29860.164699560555,Master,Employed,1,New York
1907,29317.010188585667,High School,Employed,0,New York
1908,28594.508901782865,PhD,Employed,0,Los Angeles
1909,94045.39856494119,Bachelor,Employed,0,Los Angeles
1910,32645.794183780323,Bachelor,Self-Employed,0,New York
1911,122051.43170431026,Master,Unemployed,0,Phoenix
1912,43424.76873653969,Master,Self-Employed,0,New York
1913,65341.9418480309,Bachelor,Employed,0,Houston
1914,43615.33862961855,Bachelor,Employed,0,New York
1915,22719.448920183873,Bachelor,Employed,0,Chicago
1916,31356.603687448245,Bachelor,Unemployed,0,Phoenix
1917,38197.55067195968,Master,Employed,0,New York
1918,36510.53155073856,High School,Employed,0,Phoenix
1919,35054.315134142795,Bachelor,Employed,0,Los Angeles
1920,81924.02907062235,Bachelor,Employed,0,Phoenix
1921,55578.59173323507,Bachelor,Unemployed,0,Chicago
1922,38659.849000338836,Bachelor,Employed,0,New York
1923,22825.916652630498,High School,Employed,0,New York
1924,37879.965697591586,PhD,Employed,1,New York
1925,14853.157646490929,Master,Employed,0,New York
1926,58357.86619858619,Bachelor,Employed,1,New York
1927,31044.56688856855,Master,Employed,0,New York
1928,38377.23831153447,Master,Self-Employed,0,Los Angeles
1929,21786.53638502562,Master,Unemployed,0,Houston
1930,23654.141646693868,High School,Employed,0,New York
1931,50739.153272648364,High School,Employed,0,New York
1932,66545.4538088397,Bachelor,Unemployed,0,Chicago
1933,48088.69181207055,Bachelor,Employed,1,New York
1934,34404.73274915859,Bachelor,Employed,0,New York
1935,44615.4770790513,Bachelor,Employed,0,New York
1936,64015.077662593576,High School,Employed,0,Phoenix
1937,37326.163279233726,Master,Employed,0,Houston
1938,29219.061036476807,High School,Unemployed,0,Los Angeles
1939,24868.985329099996,Bachelor,Employed,0,Chicago
1940,21829.08815339235,PhD,Employed,1,Los Angeles
1941,31903.1464019312,PhD,Employed,0,Chicago
1942,40975.28207502745,Master,Employed,0,Chicago
1943,24069.916199407344,PhD,Employed,0,Chicago
1944,30609.509998981644,High School,Self-Employed,0,New York
1945,65136.920283558946,PhD,Self-Employed,0,New York
1946,23493.808670944003,Bachelor,Employed,0,Los Angeles
1947,49244.429296758855,Bachelor,Self-Employed,0,Houston
1948,40093.23555159705,Bachelor,Self-Employed,0,Los Angeles
1949,50056.90799557805,Bachelor,Self-Employed,0,Houston
1950,19013.274969026737,Bachelor,Employed,1,Phoenix
1951,55360.58190528622,High School,Employed,0,New York
1952,46977.75614541427,Master,Employed,0,Chicago
1953,38107.38611838538,High School,Employed,0,Chicago
1954,10567.394352445703,Bachelor,Employed,0,Phoenix
1955,73684.10048812111,Master,Employed,0,Phoenix
1956,27681.089657744586,High School,Self-Employed,0,Chicago
1957,15508.499948122979,High School,Self-Employed,0,New York
1958,70554.55477104402,High School,Self-Employed,0,Houston
1959,67029.19684390927,Bachelor,Employed,0,New York
1960,59742.305971688984,Bachelor,Employed,0,Houston
1961,29540.55050833502,PhD,Employed,1,Phoenix
1962,26764.2080909772,Bachelor,Employed,1,Los Angeles
1963,58150.44460283592,High School,Employed,0,Chicago
1964,26807.69577817584,Master,Employed,0,Los Angeles
1965,15332.976308628253,Master,Employed,0,Los Angeles
1966,35008.55527986446,Bachelor,Self-Employed,1,Los Angeles
1967,8600.632806726475,Bachelor,Employed,0,Chicago
1968,31871.055746183498,Bachelor,Employed,1,Phoenix
1969,21331.052593901943,High School,Employed,0,Phoenix
1970,81973.56075317036,High School,Employed,0,New York
1971,88259.34982166783,Bachelor,Employed,0,Houston
1972,62872.42701376769,PhD,Employed,1,Chicago
1973,21174.14048019795,High School,Employed,1,New York
1974,25350.104466929064,Bachelor,Employed,0,New York
1975,91311.02219978494,High School,Employed,0,New York
1976,31203.22937206244,High School,Employed,0,Phoenix
1977,38250.181923606164,Bachelor,Employed,0,Chicago
1978,98527.01217437658,Bachelor,Self-Employed,0,Chicago
1979,46139.17011517278,Master,Employed,0,New York
1980,30053.127543046732,High School,Employed,0,Chicago
1981,33989.63505705899,High School,Employed,0,New York
1982,50469.77010977127,High School,Unemployed,0,Los Angeles
1983,100850.67685736506,Bachelor,Self-Employed,0,Chicago
1984,22461.20165419295,Bachelor,Employed,0,New York
1985,22865.413823598654,High School,Employed,0,Houston
1986,26381.5246497548,Bachelor,Self-Employed,0,New York
1987,15011.352976671062,Bachelor,Employed,0,Chicago
1988,23757.009582792583,Master,Employed,0,Los Angeles
1989,90723.49494804787,PhD,Employed,0,Chicago
1990,18152.177747434926,Master,Self-Employed,0,New York
1991,31513.78195273499,Master,Self-Employed,0,New York
1992,34695.943066387204,Bachelor,Employed,0,Phoenix
1993,34844.17135510367,PhD,Employed,1,New York
1994,17207.231805516756,Bachelor,Employed,1,Houston
1995,36779.02302684225,PhD,Employed,0,Phoenix
1996,25998.322453408826,PhD,Unemployed,0,New York
1997,27330.623162624634,Master,Employed,0,New York
1998,22781.147051240267,PhD,Employed,1,Chicago
1999,53982.623416983384,High School,Employed,0,Phoenix
2000,64597.827608851236,Bachelor,Employed,0,Phoenix
